rank,name_display_last_init,team_abbrev,active_sw,player_id,pos,g,ab,r,h,d,t,hr,rbi,bb,so,sb,cs,avg,obp,slg,ops,ibb,hbp,sac,sf,tb,xbh,gidp,go,ao,go_ao,np,tpa
1," Carrasco, C",CLE, ,471911,P,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,2,0,1,0,0,2,0,*.**,9,3
1," Pinder, B",NYY, ,572038,P,2,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,0,0,0,0,2,1,0,0,0,-.--,1,1
3," Brett, R",TB, ,592166,2B,3,3,0,2,1,0,0,0,1,0,0,0,.667,.750,1.000,1.750,0,0,0,0,3,1,0,0,1,0.00,20,4
3," Masterson, J",BOS, ,475416,P,1,3,0,2,0,0,0,1,0,1,0,0,.667,.667,.667,1.333,0,0,0,0,2,0,0,0,0,-.--,9,3
3," Pelfrey, M",MIN, ,460059,P,2,3,0,2,0,0,0,0,0,1,0,0,.667,.667,.667,1.333,0,0,0,0,2,0,0,0,0,-.--,12,3
6," Bandy, J",LAA, ,542908,C,2,2,1,1,0,0,1,1,0,0,0,0,.500,.500,2.000,2.500,0,0,0,0,4,1,0,0,1,0.00,8,2
6," Feldman, S",HOU, ,444857,P,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,0,-.--,10,2
6," Gallardo, Y",TEX, ,451596,P,2,4,0,2,1,0,0,0,0,1,0,0,.500,.500,.750,1.250,0,0,0,0,3,1,0,1,0,*.**,16,4
6," Noel, R",NYY, ,592596,CF,15,2,5,1,0,0,0,0,0,0,5,2,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,6,2
6," Norris, D",DET, ,596057,P,1,2,1,1,0,0,1,2,1,1,0,0,.500,.667,2.000,2.667,0,0,0,0,4,1,0,0,0,-.--,11,3
6," Nuno, V",SEA, ,573064,P,4,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,6,2
6," Rodriguez, W",KC, ,434643,P,1,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,8,2
6," Samardzija, J",CWS, ,502188,P,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,0,-.--,13,2
6," Wright, Jr., D",BAL, ,605541,P,2,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,1,0,1,0,0,1,0,*.**,8,3
6," Young, C",KC, ,432934,P,3,4,0,2,0,0,0,3,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,1,0,*.**,9,4
16," Anderson, B",OAK, ,457762,C,4,5,0,2,0,0,0,1,1,1,0,0,.400,.429,.400,.829,0,0,1,1,2,0,0,2,2,1.00,32,8
16," Heathcott, S",NYY, ,571761,CF,17,25,6,10,2,0,2,8,2,5,0,1,.400,.429,.720,1.149,0,0,0,1,18,4,0,4,7,0.57,111,30
16," Stassi, M",HOU, ,545358,C,11,15,4,6,0,0,1,2,1,5,0,0,.400,.438,.600,1.038,0,0,1,0,9,1,1,4,2,2.00,66,17
19," Duffy, M",HOU, ,592274,3B,8,8,0,3,1,0,0,3,1,2,0,0,.375,.444,.500,.944,0,0,0,0,4,1,0,2,1,2.00,49,9
20," Cabrera, M",DET, ,408234,1B,119,429,64,145,28,1,18,76,77,82,1,1,.338,.440,.534,.974,15,3,0,2,229,47,19,120,103,1.17,1985,511
21," Chavez, J",OAK, ,445926,P,3,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667,0,0,2,0,1,0,0,2,0,*.**,16,5
21," Estrada, M",TOR, ,462136,P,2,6,0,2,0,0,0,0,0,2,0,0,.333,.333,.333,.667,0,0,0,0,2,0,0,2,0,*.**,20,6
21," Fields, D",DET, ,571665,LF,1,3,1,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000,0,0,0,0,2,1,0,0,0,-.--,15,3
21," Hamels, C",TEX, ,430935,P,1,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667,0,0,0,0,1,0,0,0,0,-.--,9,3
21," Marte, A",LAA, ,501245,LF,5,6,0,2,0,0,0,0,1,1,0,0,.333,.500,.333,.833,0,1,0,0,2,0,0,2,1,2.00,31,8
21," Weeks, J",BOS, ,457789,2B,3,9,1,3,0,0,0,1,0,2,0,0,.333,.333,.333,.667,0,0,0,0,3,0,0,2,2,1.00,44,9
21," Wilson, C",LAA, ,450351,P,2,6,0,2,0,0,0,0,0,1,0,0,.333,.333,.333,.667,0,0,0,0,2,0,0,2,1,2.00,18,6
28," Colabello, C",TOR, ,499624,1B,101,333,55,107,19,1,15,54,22,96,2,0,.321,.367,.520,.886,0,3,0,2,173,35,12,96,48,2.00,1372,360
29," Bogaerts, X",BOS, ,593428,SS,156,613,84,196,35,3,7,81,32,101,10,2,.320,.355,.421,.776,1,3,3,3,258,45,16,203,135,1.50,2530,654
30," Revere, B",TOR, ,519184,LF,56,226,35,72,9,1,1,19,13,28,7,2,.319,.354,.381,.734,0,1,3,3,86,11,1,75,58,1.29,841,246
31," Aguilar, J",CLE, ,542583,1B,7,19,0,6,1,0,0,2,0,7,0,0,.316,.350,.368,.718,0,1,0,0,7,1,0,2,4,0.50,80,20
31," Wilson, J",DET, ,425543,2B,21,38,4,12,3,0,0,5,0,15,0,0,.316,.350,.395,.745,0,2,1,0,15,3,1,7,6,1.17,135,41
33," Altuve, J",HOU, ,514888,2B,154,638,86,200,40,4,15,66,33,67,38,13,.313,.353,.459,.812,8,9,3,6,293,59,17,198,199,0.99,2227,689
34," Blanks, K",TEX, ,452035,1B,18,67,10,21,5,0,3,6,4,20,1,0,.313,.352,.522,.875,0,0,0,0,35,8,1,12,15,0.80,279,71
35," Lindor, F",CLE, ,596019,SS,99,390,50,122,22,4,12,51,27,69,12,2,.313,.353,.482,.835,0,1,13,7,188,38,12,136,95,1.43,1578,438
36," Brantley, M",CLE, ,488726,LF,137,529,68,164,45,0,15,84,60,51,15,1,.310,.379,.480,.859,8,2,0,5,254,60,14,177,156,1.13,2149,596
37," Arencibia, J",TB, ,450317,C,24,71,9,22,3,0,6,17,1,22,0,0,.310,.315,.606,.921,0,0,0,1,43,9,1,13,16,0.81,260,73
38," Cain, L",KC, ,456715,CF,140,551,101,169,34,6,16,72,37,98,28,6,.307,.361,.477,.838,4,12,0,4,263,56,16,157,147,1.07,2299,604
39," Fielder, P",TEX, ,425902,DH,158,613,78,187,28,0,23,98,64,88,0,0,.305,.378,.463,.841,14,11,0,5,284,51,21,207,157,1.32,2483,693
40," Barney, D",TOR, ,446381,2B,15,23,4,7,1,0,2,4,1,2,0,0,.304,.333,.609,.942,0,0,2,0,14,3,0,9,7,1.29,88,26
41," Travis, D",TOR, ,581527,2B,62,217,38,66,18,0,8,35,18,43,3,1,.304,.361,.498,.859,0,2,0,1,108,26,4,73,41,1.78,946,238
42," Kipnis, J",CLE, ,543401,2B,141,565,86,171,43,7,9,52,57,107,12,8,.303,.372,.451,.823,6,9,4,6,255,59,5,175,127,1.38,2540,641
43," Refsnyder, R",NYY, ,608701,2B,16,43,3,13,3,0,2,5,3,7,2,0,.302,.348,.512,.859,1,0,0,0,22,5,3,21,5,4.20,184,47
44," Cruz, N",SEA, ,443558,DH,152,590,90,178,22,1,44,93,59,164,3,2,.302,.369,.566,.936,9,5,0,1,334,67,6,142,113,1.26,2632,655
45," Raburn, R",CLE, ,430605,LF,82,173,22,52,16,1,8,29,23,44,0,0,.301,.393,.543,.936,3,4,0,1,94,25,5,48,35,1.37,853,201
46," Iglesias, J",DET, ,578428,SS,120,416,44,125,17,3,2,23,25,44,11,8,.300,.347,.370,.717,2,6,4,3,154,22,10,165,99,1.67,1690,454
47," Polanco, J",MIN, ,593871,SS,4,10,1,3,0,0,0,1,2,1,1,0,.300,.417,.300,.717,0,0,0,0,3,0,0,4,2,2.00,47,12
48," Trout, M",LAA, ,545361,CF,159,575,104,172,32,6,41,90,92,158,11,7,.299,.402,.590,.991,14,10,0,5,339,79,11,123,138,0.89,2980,682
49," Hosmer, E",KC, ,543333,1B,158,599,98,178,33,5,18,93,61,108,7,3,.297,.363,.459,.822,6,3,1,3,275,56,16,211,122,1.73,2557,667
50," Donaldson, J",TOR, ,518626,3B,158,620,122,184,41,2,41,123,73,133,6,0,.297,.371,.568,.939,0,6,2,10,352,84,16,184,147,1.25,2817,711
1," Carrasco, C",CLE, ,471911,P,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,2,0,1,0,0,2,0,*.**,9,3
1," Pinder, B",NYY, ,572038,P,2,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,0,0,0,0,2,1,0,0,0,-.--,1,1
3," Brett, R",TB, ,592166,2B,3,3,0,2,1,0,0,0,1,0,0,0,.667,.750,1.000,1.750,0,0,0,0,3,1,0,0,1,0.00,20,4
3," Masterson, J",BOS, ,475416,P,1,3,0,2,0,0,0,1,0,1,0,0,.667,.667,.667,1.333,0,0,0,0,2,0,0,0,0,-.--,9,3
3," Pelfrey, M",MIN, ,460059,P,2,3,0,2,0,0,0,0,0,1,0,0,.667,.667,.667,1.333,0,0,0,0,2,0,0,0,0,-.--,12,3
6," Bandy, J",LAA, ,542908,C,2,2,1,1,0,0,1,1,0,0,0,0,.500,.500,2.000,2.500,0,0,0,0,4,1,0,0,1,0.00,8,2
6," Feldman, S",HOU, ,444857,P,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,0,-.--,10,2
6," Gallardo, Y",TEX, ,451596,P,2,4,0,2,1,0,0,0,0,1,0,0,.500,.500,.750,1.250,0,0,0,0,3,1,0,1,0,*.**,16,4
6," Noel, R",NYY, ,592596,CF,15,2,5,1,0,0,0,0,0,0,5,2,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,6,2
6," Norris, D",DET, ,596057,P,1,2,1,1,0,0,1,2,1,1,0,0,.500,.667,2.000,2.667,0,0,0,0,4,1,0,0,0,-.--,11,3
6," Nuno, V",SEA, ,573064,P,4,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,6,2
6," Rodriguez, W",KC, ,434643,P,1,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,8,2
6," Samardzija, J",CWS, ,502188,P,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,0,-.--,13,2
6," Wright, Jr., D",BAL, ,605541,P,2,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,1,0,1,0,0,1,0,*.**,8,3
6," Young, C",KC, ,432934,P,3,4,0,2,0,0,0,3,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,1,0,*.**,9,4
16," Anderson, B",OAK, ,457762,C,4,5,0,2,0,0,0,1,1,1,0,0,.400,.429,.400,.829,0,0,1,1,2,0,0,2,2,1.00,32,8
16," Heathcott, S",NYY, ,571761,CF,17,25,6,10,2,0,2,8,2,5,0,1,.400,.429,.720,1.149,0,0,0,1,18,4,0,4,7,0.57,111,30
16," Stassi, M",HOU, ,545358,C,11,15,4,6,0,0,1,2,1,5,0,0,.400,.438,.600,1.038,0,0,1,0,9,1,1,4,2,2.00,66,17
19," Duffy, M",HOU, ,592274,3B,8,8,0,3,1,0,0,3,1,2,0,0,.375,.444,.500,.944,0,0,0,0,4,1,0,2,1,2.00,49,9
20," Cabrera, M",DET, ,408234,1B,119,429,64,145,28,1,18,76,77,82,1,1,.338,.440,.534,.974,15,3,0,2,229,47,19,120,103,1.17,1985,511
21," Chavez, J",OAK, ,445926,P,3,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667,0,0,2,0,1,0,0,2,0,*.**,16,5
21," Estrada, M",TOR, ,462136,P,2,6,0,2,0,0,0,0,0,2,0,0,.333,.333,.333,.667,0,0,0,0,2,0,0,2,0,*.**,20,6
21," Fields, D",DET, ,571665,LF,1,3,1,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000,0,0,0,0,2,1,0,0,0,-.--,15,3
21," Hamels, C",TEX, ,430935,P,1,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667,0,0,0,0,1,0,0,0,0,-.--,9,3
21," Marte, A",LAA, ,501245,LF,5,6,0,2,0,0,0,0,1,1,0,0,.333,.500,.333,.833,0,1,0,0,2,0,0,2,1,2.00,31,8
21," Weeks, J",BOS, ,457789,2B,3,9,1,3,0,0,0,1,0,2,0,0,.333,.333,.333,.667,0,0,0,0,3,0,0,2,2,1.00,44,9
21," Wilson, C",LAA, ,450351,P,2,6,0,2,0,0,0,0,0,1,0,0,.333,.333,.333,.667,0,0,0,0,2,0,0,2,1,2.00,18,6
28," Colabello, C",TOR, ,499624,1B,101,333,55,107,19,1,15,54,22,96,2,0,.321,.367,.520,.886,0,3,0,2,173,35,12,96,48,2.00,1372,360
29," Bogaerts, X",BOS, ,593428,SS,156,613,84,196,35,3,7,81,32,101,10,2,.320,.355,.421,.776,1,3,3,3,258,45,16,203,135,1.50,2530,654
30," Revere, B",TOR, ,519184,LF,56,226,35,72,9,1,1,19,13,28,7,2,.319,.354,.381,.734,0,1,3,3,86,11,1,75,58,1.29,841,246
31," Aguilar, J",CLE, ,542583,1B,7,19,0,6,1,0,0,2,0,7,0,0,.316,.350,.368,.718,0,1,0,0,7,1,0,2,4,0.50,80,20
31," Wilson, J",DET, ,425543,2B,21,38,4,12,3,0,0,5,0,15,0,0,.316,.350,.395,.745,0,2,1,0,15,3,1,7,6,1.17,135,41
33," Altuve, J",HOU, ,514888,2B,154,638,86,200,40,4,15,66,33,67,38,13,.313,.353,.459,.812,8,9,3,6,293,59,17,198,199,0.99,2227,689
34," Blanks, K",TEX, ,452035,1B,18,67,10,21,5,0,3,6,4,20,1,0,.313,.352,.522,.875,0,0,0,0,35,8,1,12,15,0.80,279,71
35," Lindor, F",CLE, ,596019,SS,99,390,50,122,22,4,12,51,27,69,12,2,.313,.353,.482,.835,0,1,13,7,188,38,12,136,95,1.43,1578,438
36," Brantley, M",CLE, ,488726,LF,137,529,68,164,45,0,15,84,60,51,15,1,.310,.379,.480,.859,8,2,0,5,254,60,14,177,156,1.13,2149,596
37," Arencibia, J",TB, ,450317,C,24,71,9,22,3,0,6,17,1,22,0,0,.310,.315,.606,.921,0,0,0,1,43,9,1,13,16,0.81,260,73
38," Cain, L",KC, ,456715,CF,140,551,101,169,34,6,16,72,37,98,28,6,.307,.361,.477,.838,4,12,0,4,263,56,16,157,147,1.07,2299,604
39," Fielder, P",TEX, ,425902,DH,158,613,78,187,28,0,23,98,64,88,0,0,.305,.378,.463,.841,14,11,0,5,284,51,21,207,157,1.32,2483,693
40," Barney, D",TOR, ,446381,2B,15,23,4,7,1,0,2,4,1,2,0,0,.304,.333,.609,.942,0,0,2,0,14,3,0,9,7,1.29,88,26
41," Travis, D",TOR, ,581527,2B,62,217,38,66,18,0,8,35,18,43,3,1,.304,.361,.498,.859,0,2,0,1,108,26,4,73,41,1.78,946,238
42," Kipnis, J",CLE, ,543401,2B,141,565,86,171,43,7,9,52,57,107,12,8,.303,.372,.451,.823,6,9,4,6,255,59,5,175,127,1.38,2540,641
43," Refsnyder, R",NYY, ,608701,2B,16,43,3,13,3,0,2,5,3,7,2,0,.302,.348,.512,.859,1,0,0,0,22,5,3,21,5,4.20,184,47
44," Cruz, N",SEA, ,443558,DH,152,590,90,178,22,1,44,93,59,164,3,2,.302,.369,.566,.936,9,5,0,1,334,67,6,142,113,1.26,2632,655
45," Raburn, R",CLE, ,430605,LF,82,173,22,52,16,1,8,29,23,44,0,0,.301,.393,.543,.936,3,4,0,1,94,25,5,48,35,1.37,853,201
46," Iglesias, J",DET, ,578428,SS,120,416,44,125,17,3,2,23,25,44,11,8,.300,.347,.370,.717,2,6,4,3,154,22,10,165,99,1.67,1690,454
47," Polanco, J",MIN, ,593871,SS,4,10,1,3,0,0,0,1,2,1,1,0,.300,.417,.300,.717,0,0,0,0,3,0,0,4,2,2.00,47,12
48," Trout, M",LAA, ,545361,CF,159,575,104,172,32,6,41,90,92,158,11,7,.299,.402,.590,.991,14,10,0,5,339,79,11,123,138,0.89,2980,682
49," Hosmer, E",KC, ,543333,1B,158,599,98,178,33,5,18,93,61,108,7,3,.297,.363,.459,.822,6,3,1,3,275,56,16,211,122,1.73,2557,667
50," Donaldson, J",TOR, ,518626,3B,158,620,122,184,41,2,41,123,73,133,6,0,.297,.371,.568,.939,0,6,2,10,352,84,16,184,147,1.25,2817,711
51," Kinsler, I",DET, ,435079,2B,154,624,94,185,35,7,11,73,43,80,10,6,.296,.342,.428,.770,0,3,0,5,267,53,13,151,228,0.66,2526,675
52," Mahtook, M",TB, ,543484,CF,41,105,22,31,5,1,9,19,6,31,4,3,.295,.351,.619,.970,0,3,1,0,65,15,0,20,24,0.83,460,115
53," Thompson, T",CWS, ,572204,CF,44,122,17,36,8,3,5,16,13,26,1,0,.295,.363,.533,.896,0,0,0,0,65,16,3,36,27,1.33,555,135
54," Burns, B",OAK, ,542993,CF,125,520,70,153,18,9,5,42,26,81,26,8,.294,.334,.392,.726,1,6,1,2,204,32,5,159,135,1.18,1943,555
55," Cespedes, Y",DET, ,493316,LF,102,403,62,118,28,2,18,61,19,87,3,4,.293,.323,.506,.829,2,1,0,4,204,48,9,111,100,1.11,1688,427
56," Gutierrez, F",SEA, ,429711,LF,59,171,27,50,11,0,15,35,14,54,0,0,.292,.354,.620,.974,1,3,0,1,106,26,5,41,32,1.28,843,189
57," Betts, M",BOS, ,605141,RF,145,597,92,174,42,8,18,77,46,82,21,6,.291,.341,.479,.820,1,2,3,6,286,68,2,140,212,0.66,2634,654
58," Pedroia, D",BOS, ,456030,2B,93,381,46,111,19,1,12,42,38,51,2,2,.291,.356,.441,.797,1,2,1,3,168,32,6,128,101,1.27,1638,425
59," Abreu, J",CWS, ,547989,1B,154,613,88,178,34,3,30,101,39,140,0,0,.290,.347,.502,.850,11,15,0,1,308,67,16,182,130,1.40,2526,668
60," Morales, K",KC, ,434778,DH,158,569,81,165,41,2,22,106,58,103,0,0,.290,.362,.485,.847,4,8,0,4,276,65,24,195,134,1.46,2442,639
61," Valencia, D",OAK, ,502143,3B,105,345,59,100,23,1,18,66,29,80,2,2,.290,.345,.519,.864,3,1,1,2,179,42,13,121,60,2.02,1386,378
62," Colon, C",KC, ,518568,2B,43,107,8,31,5,0,0,6,11,17,3,2,.290,.356,.336,.692,0,0,1,0,36,5,2,34,28,1.21,474,119
63," Johnson, C",CLE, ,453400,3B,27,90,6,26,4,0,1,7,3,25,0,0,.289,.312,.367,.678,0,0,0,0,33,5,2,26,15,1.73,380,93
64," Beltre, A",TEX, ,134181,3B,143,567,83,163,32,4,18,83,41,65,1,0,.287,.334,.453,.788,4,3,0,8,257,54,18,180,185,0.97,2288,619
65," Clevenger, S",BAL, ,502182,C,30,101,11,29,4,2,2,15,4,13,0,0,.287,.314,.426,.740,1,0,0,0,43,8,3,35,27,1.30,361,105
66," Eaton, A",CWS, ,594809,CF,153,610,98,175,28,9,14,56,58,131,18,8,.287,.361,.431,.792,2,14,5,2,263,51,5,187,129,1.45,2785,689
67," Cano, R",SEA, ,429664,2B,156,624,82,179,34,1,21,79,43,107,2,6,.287,.334,.446,.779,5,3,0,4,278,56,26,240,128,1.88,2445,674
68," Jaso, J",TB, ,444379,DH,70,185,23,53,17,0,5,22,28,39,1,2,.286,.380,.459,.839,1,1,0,2,85,22,5,63,37,1.70,870,216
69," Machado, M",BAL, ,592518,3B,162,633,102,181,30,1,35,86,70,111,20,8,.286,.359,.502,.861,2,4,2,4,318,66,17,187,177,1.06,2789,713
70," Janish, P",BAL, ,457926,SS,14,35,4,10,3,0,0,3,0,3,0,0,.286,.278,.371,.649,0,0,0,1,13,3,0,13,10,1.30,124,36
70," Williams, M",NYY, ,592863,CF,8,21,3,6,3,0,1,3,1,3,0,0,.286,.318,.571,.890,0,0,0,0,12,4,0,8,4,2.00,74,22
72," Reyes, J",TOR, ,408314,SS,69,288,36,82,17,0,4,34,17,38,16,2,.285,.322,.385,.708,0,0,4,2,111,21,3,84,93,0.90,1077,311
73," Villar, J",HOU, ,542340,SS,53,116,18,33,7,1,2,11,10,29,7,2,.284,.339,.414,.752,0,0,1,1,48,10,3,39,20,1.95,501,128
74," Moustakas, M",KC, ,519058,3B,147,549,73,156,34,1,22,82,43,76,1,2,.284,.348,.470,.817,1,13,4,5,258,57,14,167,173,0.97,2435,614
75," Rutledge, J",BOS, ,592710,2B,39,74,11,21,1,0,1,10,5,26,0,0,.284,.333,.338,.671,1,2,1,3,25,2,0,13,18,0.72,351,85
76," Marte, K",SEA, ,606466,SS,57,219,25,62,14,3,2,17,24,43,8,4,.283,.351,.402,.753,0,0,2,2,88,19,1,69,50,1.38,952,247
77," Murphy, D",LAA, ,461815,LF,132,361,38,102,18,1,10,50,20,49,0,2,.283,.318,.421,.739,1,1,1,5,152,29,6,124,98,1.27,1480,391
78," Nunez, E",MIN, ,456488,SS,72,188,23,53,14,1,4,20,12,29,8,4,.282,.327,.431,.758,0,1,2,1,81,19,1,69,41,1.68,723,204
79," Martinez, J",DET, ,502110,RF,158,596,93,168,33,2,38,102,53,178,3,2,.282,.344,.535,.879,7,5,0,3,319,73,11,110,154,0.71,2605,657
80," Forsythe, L",TB, ,523253,2B,153,540,69,152,33,2,17,68,55,111,9,4,.281,.359,.444,.804,2,14,0,6,240,52,12,132,163,0.81,2540,615
81," Holaday, B",DET, ,592407,C,24,64,3,18,5,0,2,13,1,13,0,0,.281,.292,.453,.745,0,0,0,0,29,7,0,11,22,0.50,253,65
82," Robertson, D",LAA, ,543706,LF,37,75,10,21,2,0,0,7,2,7,0,0,.280,.299,.307,.605,1,0,3,0,23,2,1,27,24,1.13,278,80
83," Loney, J",TB, ,425766,1B,104,361,25,101,16,0,4,32,23,34,2,4,.280,.322,.357,.680,5,1,0,3,129,20,10,117,122,0.96,1306,388
84," Holt, B",BOS, ,571788,2B,129,454,56,127,27,6,2,45,46,97,8,1,.280,.349,.379,.727,0,3,4,2,172,35,7,147,96,1.53,2085,509
85," Correa, C",HOU, ,621043,SS,99,387,52,108,22,1,22,68,40,78,14,4,.279,.345,.512,.857,2,1,0,4,198,45,10,129,86,1.50,1797,432
85," Gonzalez, M",HOU, ,503556,LF,120,344,44,96,18,1,12,34,16,74,4,5,.279,.317,.442,.759,0,3,7,0,152,31,9,105,85,1.24,1310,370
87," Schoop, J",BAL, ,570731,2B,86,305,34,85,17,0,15,39,9,79,2,0,.279,.306,.482,.788,0,4,1,2,147,32,9,81,72,1.13,1122,321
88," Pillar, K",TOR, ,607680,CF,159,586,76,163,31,2,12,56,28,85,25,4,.278,.314,.399,.713,1,5,4,5,234,45,9,168,188,0.89,2262,628
89," Moreland, M",TEX, ,519048,1B,132,471,51,131,27,0,23,85,32,112,1,0,.278,.330,.482,.812,2,7,0,5,227,50,9,136,106,1.28,2033,515
90," Murphy, J",NYY, ,571974,C,67,155,21,43,9,1,3,14,12,43,0,0,.277,.327,.406,.734,0,1,1,3,63,13,4,42,35,1.20,663,172
91," Encarnacion, E",TOR, ,429665,DH,146,528,94,146,31,0,39,111,77,98,3,2,.277,.372,.557,.929,5,9,0,10,294,70,14,147,161,0.91,2517,624
92," Butler, J",TB, ,542994,LF,88,257,30,71,12,0,8,30,16,82,5,2,.276,.326,.416,.742,0,3,0,0,107,20,16,92,28,3.29,1057,276
93," Zobrist, B",KC, ,450314,2B,126,467,76,129,36,3,13,56,62,56,3,4,.276,.359,.450,.809,3,1,0,5,210,52,8,160,135,1.19,2157,535
94," Beltran, C",NYY, ,136860,RF,133,478,57,132,34,1,19,67,45,85,0,0,.276,.337,.471,.808,2,2,0,6,225,54,12,121,158,0.77,2069,531
95," Arcia, O",MIN, ,542455,LF,19,58,6,16,0,0,2,8,4,15,0,0,.276,.338,.379,.718,4,2,0,1,22,2,2,12,18,0.67,224,65
95," Navarro, R",BAL, ,519071,2B,10,29,5,8,2,0,1,3,0,3,0,0,.276,.276,.448,.724,0,0,1,0,13,3,0,4,15,0.27,93,30
97," Springer, G",HOU, ,543807,RF,102,388,59,107,19,2,16,41,50,109,16,4,.276,.367,.459,.826,0,8,2,3,178,37,4,102,79,1.29,1790,451
98," Choo, S",TEX, ,425783,RF,149,555,94,153,32,3,22,82,76,147,4,2,.276,.375,.463,.838,1,15,2,5,257,57,7,174,95,1.83,2606,653
99," Paredes, J",BAL, ,517370,DH,104,363,46,100,17,2,10,42,19,111,4,4,.275,.310,.416,.726,0,0,0,2,151,29,8,97,65,1.49,1408,384
100," Swihart, B",BOS, ,596119,C,84,288,47,79,17,1,5,31,18,77,4,2,.274,.319,.392,.712,0,1,2,0,113,23,8,83,59,1.41,1210,309
101," Cabrera, M",CWS, ,466320,LF,158,629,70,172,36,2,12,77,40,88,3,0,.273,.314,.394,.709,2,2,2,10,248,50,18,214,185,1.16,2572,683
102," Carrera, E",TOR, ,485567,LF,91,172,27,47,8,0,3,26,11,45,2,1,.273,.321,.372,.693,0,2,5,2,64,11,1,63,25,2.52,728,192
103," Ortiz, D",BOS, ,120074,DH,146,528,73,144,37,0,37,108,77,95,0,1,.273,.360,.553,.913,16,0,0,9,292,74,16,156,158,0.99,2488,614
104," Jackson, A",SEA, ,457706,CF,107,419,46,114,18,3,8,38,24,107,15,9,.272,.312,.387,.699,0,1,3,1,162,29,4,125,81,1.54,1871,448
105," Reddick, J",OAK, ,502210,RF,149,526,67,143,25,4,20,77,49,65,10,2,.272,.333,.449,.781,1,0,1,2,236,49,7,146,182,0.80,2296,582
106," Giavotella, J",LAA, ,543213,2B,129,453,51,123,25,5,4,49,32,59,2,1,.272,.318,.375,.694,0,2,9,6,170,34,7,158,135,1.17,1756,502
107," Gordon, A",KC, ,460086,LF,104,354,40,96,18,0,13,48,49,92,2,5,.271,.377,.432,.809,7,14,0,5,153,31,2,79,94,0.84,1683,422
108," Young, D",BAL, ,430321,RF,52,174,20,47,6,0,2,16,4,29,0,0,.270,.289,.339,.628,0,1,0,1,59,8,8,59,48,1.23,605,180
109," Shaw, T",BOS, ,543768,3B,65,226,31,61,10,0,13,36,18,57,0,1,.270,.327,.487,.813,1,2,0,2,110,23,1,51,60,0.85,1022,248
110," Longoria, E",TB, ,446334,3B,160,604,74,163,35,1,21,73,51,132,3,1,.270,.328,.435,.764,8,6,0,9,263,57,11,150,179,0.84,2536,670
111," Aybar, E",LAA, ,430947,SS,156,597,74,161,30,1,3,44,25,73,15,6,.270,.301,.338,.639,1,4,7,5,202,34,12,241,146,1.65,2155,638
112," Jones, A",BAL, ,430945,CF,137,546,74,147,25,3,27,82,24,102,3,1,.269,.308,.474,.782,3,8,0,3,259,55,21,179,142,1.26,1996,581
113," Sano, M",MIN, ,593934,RF,80,279,46,75,17,1,18,52,53,119,1,1,.269,.385,.530,.916,1,1,0,2,148,36,4,39,52,0.75,1455,335
114," Tolleson, S",TOR, ,476270,2B,19,41,9,11,5,1,0,3,4,9,2,0,.268,.333,.439,.772,0,0,0,0,18,6,1,17,5,3.40,143,45
115," Jennings, D",TB, ,457775,LF,28,97,9,26,2,1,1,7,8,17,5,3,.268,.324,.340,.664,0,1,0,2,33,4,2,39,19,2.05,418,108
116," Wieters, M",BAL, ,446308,C,75,258,24,69,14,1,8,25,21,67,0,0,.267,.319,.422,.742,0,0,0,3,109,23,4,74,55,1.35,1171,282
